REGION,SUBREGION,COUNTRY,LOCATION,LAT,LON,MONTH,YEAR,DEPTH,SEVERITY_CODE,BLEACHING_SEVERITY,CORAL_FAMILY,CORAL_SPECIES,PERCENTAGE_AFFECTED,BLEACHING_DURATION,MORTALITY_CODE,MORTALITY,RECOVERY_CODE,RECOVERY,SURVEY_TYPE,SURVEY_AREA,WATER_TEMPERATURE,OTHER_FACTORS,REMARKS
Africa,Southwest Indian Ocean,Seychelles,Cousine Island,-4.35,55.65,2,1998,4-10m,3,HIGH,,,75.00,Feb-May 1998,3,>50% of hard and soft coral bleached,,,,~1km2,,,>50% of hard and soft coral bleached
Africa,Southwest Indian Ocean,Seychelles,North West Coast St. Pierre,-9.31,50.71,2,1998,3-30m,3,HIGH,,,60.00,Feb-May 1998,3,>50% of hard and soft coral bleached. Hard coral cover decrease from 64% to 3% from 1998 to 1999,,,,~3km2,,,>50% of hard and soft coral bleached
Africa,Southwest Indian Ocean,Seychelles,Outer Slope West - Alphonse Atoll,-7.01,52.73,2,1998,2-25m,3,HIGH,,,60.00,Feb-May 1998,3,>50% of hard and soft coral bleached,,,,~3km2,,,>50% of hard and soft coral bleached
Africa,Southwest Indian Ocean,Seychelles,Providence,-9.383333333,51.05,,1998,23,3,HIGH,,,75.00,,,,,,,,,,"Temperatures recorded in situ were high, from 29-34°C, with the exceptional 37°C in some lagoons. "
Africa,Southwest Indian Ocean,Seychelles,South East Coast St. Pierre,-9.33,50.73,2,1998,8-25m,3,HIGH,,,55.00,Feb-May 1998,3,>50% of hard and soft coral bleached. Hard coral cover decrease from 29% to 10% from 1998 to 1999,,,,~3km2,,,>50% of hard and soft coral bleached
Americas,Eastern Caribbean,Netherlands Antilles,,5.542,125.221,,1998,,3,HIGH,,,51-70,,,,,,,,,,yellow
Americas,Eastern Caribbean,Netherlands Antilles,BNK01: Saba Bank 1,17.463,-63.22267,12,1999,20.1,1,Low,,,6.66666666666667,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 105,,,,
Americas,Eastern Caribbean,Netherlands Antilles,BNK02: Saba Bank 2,17.48683,-63.23167,12,1999,15,1,Low,,,15.7894736842105,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 114,,,,
Americas,Eastern Caribbean,Netherlands Antilles,BNK03: Saba Bank 3,17.48783,-63.23233,12,1999,17.5,1,Low,,,8.65384615384615,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 104,,,,
Americas,Eastern Caribbean,Netherlands Antilles,EUX01: Barracuda Reef,17.468,-62.99166,12,1999,17.4,1,Low,,,16.8067226890756,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 119,,,,
Americas,Eastern Caribbean,Netherlands Antilles,EUX02: Anchor Point,17.46433,-62.98783,12,1999,14.4,1,Low,,,13.0434782608696,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 115,,,,
Americas,Eastern Caribbean,Netherlands Antilles,EUX03: Hangover,17.46483,-62.986,12,1999,14.2,1,Low,,,25.8333333333333,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 120,,,,
Americas,Eastern Caribbean,Netherlands Antilles,EUX04: The Blocks,17.46433,-62.985,12,1999,15.2,1,Low,,,32.7433628318584,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 113,,,,
Americas,Eastern Caribbean,Netherlands Antilles,EUX05: The Ledges,17.46333,-62.98466,12,1999,13.7,1,Low,,,19.8412698412698,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 126,,,,
Americas,Eastern Caribbean,Netherlands Antilles,EUX06: Five Fingers,17.46483,-62.96667,12,1999,14.9,1,Low,,,26.4,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 125,,,,
Americas,Eastern Caribbean,Netherlands Antilles,EUX07: Valley of the Sponges,17.464,-62.9825,12,1999,14,1,Low,,"Agaricia agaricites,Agaricia agaricites,Agaricia agaricites,Agaricia agaricites,Agaricia agaricites,Agaricia agaricites,Agaricia agaricites,Colpophyllia natans,Colpophyllia natans,Colpophyllia natans,Diploria clivosa,Diploria labyrinthiformis,Diploria labyrinthiformis,Diploria labyrinthiformis,Diploria strigosa,Diploria strigosa,Diploria strigosa,Diploria strigosa,Diploria strigosa,Diploria strigosa,Diploria strigosa,Montastraea cavernosa,Montastraea faveolata,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Porites astreoides,Porites astreoides,Siderastrea radians,Siderastrea siderea,Siderastrea siderea,",30.2752293577982,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 109,,,,
Americas,Eastern Caribbean,Netherlands Antilles,EUX08: The Humps,17.4635,-62.97817,12,1999,11.5,1,Low,,,21.8181818181818,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 165,,,,
Americas,Eastern Caribbean,Netherlands Antilles,EUX09: Mushroom Gardens,17.4625,-62.97766,12,1999,16.2,1,Low,,,29.2035398230089,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 113,,,,
Americas,Eastern Caribbean,Netherlands Antilles,EUX10: Mushroom Gardens South,17.46167,-62.97766,12,1999,16.2,2,Medium,,,34.1463414634146,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 123,,,,
Americas,Eastern Caribbean,Netherlands Antilles,SAB01: Core Gut,17.63083,-63.215,12,1999,9.5,1,Low,,,27.3584905660377,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 106,,,,
Americas,Eastern Caribbean,Netherlands Antilles,SAB02: Hole in the Corner,17.615,-63.225,12,1999,10.7,1,Low,,"Agaricia agaricites,Agaricia agaricites,Diploria clivosa,Diploria clivosa,Diploria clivosa,Diploria strigosa,Diploria strigosa,Diploria strigosa,Diploria strigosa,Diploria strigosa,Diploria strigosa,Millepora sp.,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea cavernosa,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea franksi,Montastraea franksi,Siderastrea siderea,Siderastrea siderea,Siderastrea siderea,",32.1678321678322,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 143,,,,
Americas,Eastern Caribbean,Netherlands Antilles,SAB03: Tent Reef,17.61633,-63.2585,12,1999,9.4,1,Low,,,20.1754385964912,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 114,,,,
Americas,Eastern Caribbean,Netherlands Antilles,SAB04: Hot Springs,17.62483,-63.2595,12,1999,11.2,1,Low,,,28.030303030303,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 132,,,,
Americas,Eastern Caribbean,Netherlands Antilles,SAB05: Ladder Labyrinth,17.62667,-63.25967,12,1999,12.1,1,Low,,,21.6666666666667,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 120,,,,
Americas,Eastern Caribbean,Netherlands Antilles,SAB06: Babylon,17.62817,-63.2595,12,1999,13.1,1,Low,,,28.2758620689655,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 145,,,,
Americas,Eastern Caribbean,Netherlands Antilles,SAB07: Porites Point,17.62933,-63.25883,12,1999,14.5,1,Low,,,26.2773722627737,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 137,,,,
Americas,Eastern Caribbean,Netherlands Antilles,SAB08: Torrens Point,17.64333,-63.25317,12,1999,5.6,1,Low,,,20.7407407407407,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 135,,,,
Americas,Eastern Caribbean,Netherlands Antilles,SAB09: Green Island,17.64967,-63.228,12,1999,6.9,1,Low,,,1.78571428571429,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 112,,,,
Americas,Eastern Caribbean,Netherlands Antilles,SXM01: Mike's Maze,17.99567,-63.06,11,1999,9.1,2,Medium,,,44.7619047619048,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 105,,,,
Americas,Eastern Caribbean,Netherlands Antilles,SXM02: Hens & Chicks,18.01067,-63.008,12,1999,10.6,2,Medium,,,43.5897435897436,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 117,,,,
Americas,Eastern Caribbean,Trinidad and Tobago,Caribbean coast of Tobago,11.18,-60.877,10,2005,,3,HIGH,,,70 -90%,,,,,,,,31 C and 32 C,,"Tobago's coral reefs are currently experiencing their worst mass bleaching event for many years possibly ever.  The reefs on the Caribbean coast seem particularly badly affected (70 -90% affected), notably Buccoo Reef, Mt Irvine, Arnos Vale, Culloden, Castara and Englishman's Bay.  The reefs at Speyside and on the Atlantic side do not seem so badly affected from reports from dive operators.   The bleaching seems to be associated with high sea surface temperatures affecting the eastern Caribbean, with temperatures as high as 31 C and 32 C reported  (I have only measured up to 31 C. ).<br>"
Americas,Eastern Caribbean,Virgin Islands (British),Ginger Island (Alice in Wonderland – Dive Site),18.3833,-64.4833,9,2005,55-80ft,3,HIGH,,"Montastrea annularis, Porites, Millepora, Agaricia, Diploria sp., Acropora",90%,"Bleaching start in 	Mid-late Sept.",,"Percentage of dead coral : 	10%<br>
Type of dead coral : 	Diploria labyrinthiformis, Agaricia, Diploria stigosa, Montastrea Annularis, Acropora cervicornis",,,"	transect","Approximate area surveyed	10,000msquare","	30º C",,"Reef zones that were affected: 	Fore reef ef (spur & groove) <br>
Percentage of live coral cover in the area : 	60%<br>
	Percentage of live coral that is bleached : 	90%<br>
Bleaching start in Mid- Late Sept.<br>
Other observations : 	High percentage of Cyanophytes  in numerous “patches”"
Americas,Eastern Caribbean,Virgin Islands (British),"Hans Creek, Beef Island",18.433,-64.5167,9,2005,10-25ft,3,HIGH,,"	Montastrea Annularis, Porites, Agaricia, Millepora, Siderastrea siderea",97.00,"Bleaching start in 	Mid-late Sept.",1,"Percentage of dead coral: 	5%<br>
Type of dead coral 	Montastrea, Porites, Colpophyllia natans",,,"	transect","Approximate area surveyed	10,000msquare","	30º C",,"Reef zones that were affected: 	Fore reef<br>
Percentage of live coral cover in the area: 	70%<br>
	Percentage of live coral that is bleached: 	95-100% (pale)<br>
Other observations: 	Everything is partially bleached (pale)<br>
Bleaching start in 	Mid-late Sept."
Americas,Eastern Caribbean,Virgin Islands (British),Peter Island (Great Harbour West- Dive Site),18.35,-64.5833,9,2005,"	45-50ft.",3,HIGH,,"	Montastrea Annularis, Porites, Agaricia, Colpophylia natans. Millepora",90%,"Bleaching start in 	Mid-late Sept.",1,"Percentage of dead coral:	5%<br>
Type of dead coral	Agaricia, Porites, Montastrea annularis",,,"	transect","Approximate area surveyed	10,000msquare","	30º C",,"Reef zones that were affected: 	Fore reef<br>
Percentage of live coral cover in the area : 	40%f<br>
	Percentage of live coral that is bleached : 	90%f<br>
Bleaching start in 	Mid-late Sept.. <br>
Other observations : 	What is left of some of the paled corals (i.e. tissue) are “glowing” fluorescent colors"
Americas,Eastern Caribbean,Virgin Islands (British),The British Virgin Islands,18.4526,-64.6259,10,2005,Down to 30 m,3,HIGH,,,90%,Signs of bleaching occured 6 weeks ago (August),,,,,,,30C at 30 meters,,"Signs of bleaching occured 6 weeks ago but over the past 2 weeks, bleaching has been severe. Over 90% is bleached down to 30m and temperatures are reading 30 deg. C. on dive guages. A number of corals have been tagged at various locations and depths to monitor recovery, if any."
Americas,Mesoamerica,Belize,7 Cut The Trench Deep (WP15),16.72263,-88.07225,7,2000,12.8,1,Low,,,3.92156862745098,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 51,,,,
Americas,Mesoamerica,Belize,Ambergris Caye,18.027,-87.87,10,2003,,3,HIGH,,,75.00,,,,,,,,,,"Bleaching was reported last week off Ambergris Caye (~70% corals on
forereef)."
Americas,Mesoamerica,Belize,Bread & Butter,16.77,-88.16,5,1999,6.6,1,Low,,"Montastraea cavernosa,Montastraea cavernosa,Montastraea cavernosa,Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Porites astreoides,Porites astreoides,Porites astreoides,Porites porites,Porites porites,Porites porites,Porites porites,Siderastrea siderea,Stephanocoenia intersepta,Stephanocoenia intersepta,",17.8030303030303,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 264,,,,
